order_id,customer_id,product_id,order_date,quantity,price
ORDER00973,CUST000230,PROD000003,2024-09-12,4,80.75
ORDER00974,CUST000162,PROD000004,2024-09-11,1,25.25
ORDER00975,CUST000053,PROD000013,2024-07-30,1,150.75
ORDER00976,CUST000286,PROD000018,2024-01-01,1,35.50
ORDER00977,CUST000406,PROD000020,2024-11-12,3,20.25
ORDER00978,CUST000456,PROD000017,2024-10-14,2,30.75
ORDER00979,CUST000336,PROD000022,2024-08-21,3,15.75
ORDER00980,CUST000187,PROD000027,2024-01-28,2,10.25
ORDER00981,CUST000433,PROD000015,2024-06-18,5,200.50
ORDER00982,CUST000393,PROD000020,2024-11-03,4,20.25
ORDER00983,CUST000367,PROD000022,2024-07-05,4,15.75
ORDER00984,CUST000059,PROD000004,2024-12-03,2,25.25
ORDER00985,CUST000002,PROD000011,2024-06-30,3,25.25
ORDER00986,CUST000281,PROD000017,2024-07-10,1,30.75
ORDER00987,CUST000024,PROD000029,2024-03-25,4,30.25
ORDER00988,CUST000072,PROD000027,2024-07-28,1,10.25
ORDER00989,CUST000131,PROD000020,2024-04-10,2,20.25
ORDER00990,CUST000062,PROD000030,2024-07-20,2,35.50
ORDER00991,CUST000235,PROD000027,2024-04-07,3,10.25
ORDER00992,CUST000056,PROD000025,2024-07-31,1,20.25
ORDER00993,CUST000475,PROD000021,2024-12-10,5,25.25
ORDER00994,CUST000064,PROD000025,2024-08-18,4,20.25
ORDER00995,CUST000338,PROD000019,2024-09-15,2,15.50
ORDER00996,CUST000494,PROD000016,2024-01-03,5,45.25
ORDER00997,CUST000377,PROD000002,2024-10-10,4,150.50
ORDER00998,CUST000430,PROD000019,2024-09-04,5,15.50
ORDER00999,CUST000400,PROD000030,2024-03-31,5,35.50
ORDER01000,CUST000089,PROD000024,2024-03-06,1,120.50
ORDER01001,CUST000199,PROD000022,2024-11-03,0,15.75
ORDER01002,CUST000311,PROD000029,2024-06-13,5,30.25
ORDER01003,CUST000452,PROD000013,2024-08-02,5,150.75
ORDER01004,CUST000469,PROD000023,2024-05-07,3,75.75
ORDER01005,CUST000204,PROD000011,2024-05-30,4,25.25
ORDER01006,CUST000413,PROD000005,2024-03-11,4,30.25
ORDER01007,CUST000309,PROD000023,2024-09-19,3,75.75
ORDER01008,CUST000432,PROD000023,2024-10-07,3,75.75
ORDER01009,CUST000365,PROD000024,2024-10-10,2,120.50
ORDER01010,CUST000103,PROD000007,2024-11-15,3,35.50
ORDER01011,CUST000352,PROD000012,2024-12-10,2,40.25
ORDER01012,CUST000364,PROD000021,2024-04-01,5,25.25
ORDER01013,CUST000278,PROD000023,2024-11-22,0,75.75
ORDER01014,CUST000166,PROD000023,2024-02-29,3,75.75
ORDER01015,CUST000288,PROD000016,2024-10-25,5,45.25
ORDER01016,CUST000483,PROD000022,2024-12-29,4,15.75
ORDER01017,CUST000346,PROD000024,2024-09-30,3,120.50
ORDER01018,CUST000450,PROD000028,2024-08-04,1,45.75
ORDER01019,CUST000268,PROD000004,2024-01-13,4,25.25
ORDER01020,CUST000075,PROD000002,2024-12-09,1,150.50
ORDER01021,CUST000103,PROD000009,2024-03-23,3,70.75
ORDER01022,CUST000350,PROD000009,2024-03-15,1,70.75
ORDER01023,CUST000354,PROD000026,2024-05-31,2,25.50
ORDER01024,CUST000386,PROD000018,2024-01-17,3,35.50
ORDER01025,CUST000417,PROD000015,2024-02-22,5,200.50
ORDER01026,CUST000445,PROD000022,2024-10-14,2,15.75
ORDER01027,CUST000381,PROD000021,2024-10-14,4,25.25
ORDER01028,CUST000122,PROD000017,2024-12-22,3,30.75
ORDER01029,CUST000355,PROD000022,2024-01-25,4,15.75
ORDER01030,CUST000199,PROD000014,2024-12-16,3,50.50
ORDER01031,CUST000495,PROD000018,2024-01-28,1,35.50
ORDER01032,CUST000381,PROD000009,2024-04-13,0,70.75
ORDER01033,CUST000318,PROD000028,2024-08-14,2,45.75
ORDER01034,CUST000467,PROD000021,2024-12-26,0,25.25
ORDER01035,CUST000364,PROD000021,2024-07-07,5,25.25
ORDER01036,CUST000280,PROD000024,2024-11-04,2,120.50
ORDER01037,CUST000398,PROD000024,2024-04-09,3,120.50
ORDER01038,CUST000230,PROD000006,2024-12-15,1,15.50
ORDER01039,CUST000096,PROD000006,2024-09-20,0,15.50
ORDER01040,CUST000062,PROD000013,2024-01-21,4,150.75
ORDER01041,CUST000143,PROD000018,2024-05-15,2,35.50
ORDER01042,CUST000083,PROD000019,2024-05-10,1,15.50
ORDER01043,CUST000170,PROD000015,2024-12-29,2,200.50
ORDER01044,CUST000021,PROD000005,2024-06-14,5,30.25
ORDER01045,CUST000027,PROD000025,2024-11-16,5,20.25
ORDER01046,CUST000432,PROD000022,2024-06-03,4,15.75
ORDER01047,CUST000405,PROD000019,2024-10-08,3,15.50
ORDER01048,CUST000038,PROD000026,2024-12-28,3,25.50
ORDER01049,CUST000270,PROD000008,2024-04-04,5,20.75
ORDER01050,CUST000035,PROD000026,2024-09-15,2,25.50
ORDER01051,CUST000213,PROD000018,2024-10-01,4,35.50
ORDER01052,CUST000048,PROD000012,2024-04-23,2,40.25
ORDER01053,CUST000340,PROD000011,2024-06-18,3,25.25
ORDER01054,CUST000151,PROD000007,2024-11-12,5,35.50
ORDER01055,CUST000244,PROD000018,2024-11-28,1,35.50
ORDER01056,CUST000059,PROD000022,2024-06-26,4,15.75
ORDER01057,CUST000124,PROD000029,2024-11-24,5,30.25
ORDER01058,CUST000471,PROD000020,2024-05-04,1,20.25
ORDER01059,CUST000350,PROD000029,2024-06-13,4,30.25
ORDER01060,CUST000469,PROD000026,2024-02-28,4,25.50
ORDER01061,CUST000132,PROD000018,2024-05-24,1,35.50
ORDER01062,CUST000467,PROD000017,2024-07-10,5,30.75
ORDER01063,CUST000412,PROD000017,2024-08-16,4,30.75
ORDER01064,CUST000023,PROD000010,2024-11-29,2,55.75
ORDER01065,CUST000165,PROD000017,2024-02-12,0,30.75
ORDER01066,CUST000486,PROD000004,2024-03-26,5,25.25
ORDER01067,CUST000274,PROD000001,2024-11-16,1,60.25
ORDER01068,CUST000108,PROD000022,2024-11-18,2,15.75
ORDER01069,CUST000443,PROD000022,2024-08-05,1,15.75
ORDER01070,CUST000106,PROD000018,2024-12-25,4,35.50
ORDER01071,CUST000332,PROD000027,2024-02-06,2,10.25
ORDER01072,CUST000013,PROD000015,2024-06-18,1,200.50
ORDER01073,CUST000045,PROD000003,2024-01-28,2,80.75
ORDER01074,CUST000407,PROD000009,2024-10-12,1,70.75
ORDER01075,CUST000295,PROD000027,2024-04-26,3,10.25
ORDER01076,CUST000209,PROD000013,2024-08-18,4,150.75
ORDER01077,CUST000222,PROD000011,2024-01-09,0,25.25
ORDER01078,CUST000200,PROD000022,2024-03-01,5,15.75
ORDER01079,CUST000004,PROD000021,2024-11-12,1,25.25
ORDER01080,CUST000388,PROD000024,2024-10-26,0,120.50
ORDER01081,CUST000024,PROD000023,2024-02-07,3,75.75
ORDER01082,CUST000476,PROD000017,2024-02-24,3,30.75
ORDER01083,CUST000403,PROD000022,2024-06-03,0,15.75
ORDER01084,CUST000311,PROD000003,2024-05-24,4,80.75
ORDER01085,CUST000196,PROD000013,2024-12-04,1,150.75
ORDER01086,CUST000243,PROD000006,2024-09-30,2,15.50
ORDER01087,CUST000070,PROD000024,2024-07-19,5,120.50
ORDER01088,CUST000152,PROD000021,2024-03-14,3,25.25
ORDER01089,CUST000347,PROD000029,2024-11-27,3,30.25
ORDER01090,CUST000491,PROD000001,2024-10-10,5,60.25
ORDER01091,CUST000073,PROD000004,2024-01-22,1,25.25
ORDER01092,CUST000294,PROD000020,2024-07-20,5,20.25
ORDER01093,CUST000281,PROD000003,2024-06-05,2,80.75
ORDER01094,CUST000384,PROD000024,2024-06-25,2,120.50
ORDER01095,CUST000212,PROD000029,2024-11-26,5,30.25
ORDER01096,CUST000073,PROD000006,2024-04-04,2,15.50
ORDER01097,CUST000316,PROD000027,2024-05-09,2,10.25
ORDER01098,CUST000059,PROD000006,2024-12-09,5,15.50
ORDER01099,CUST000437,PROD000002,2024-10-08,4,150.50
ORDER01100,CUST000331,PROD000018,2024-02-07,3,35.50
ORDER01101,CUST000344,PROD000003,2024-05-08,1,80.75
ORDER01102,CUST000102,PROD000024,2024-10-24,4,120.50
ORDER01103,CUST000488,PROD000011,2024-07-01,2,25.25
ORDER01104,CUST000344,PROD000021,2024-04-30,1,25.25
ORDER01105,CUST000146,PROD000020,2024-02-05,2,20.25
ORDER01106,CUST000163,PROD000016,2024-08-18,3,45.25
ORDER01107,CUST000316,PROD000022,2024-06-05,5,15.75
ORDER01108,CUST000079,PROD000019,2024-10-17,3,15.50
ORDER01109,CUST000414,PROD000011,2024-08-07,2,25.25
ORDER01110,CUST000003,PROD000011,2024-05-06,2,25.25
ORDER01111,CUST000365,PROD000024,2024-11-24,4,120.50
ORDER01112,CUST000142,PROD000027,2024-07-03,0,10.25
ORDER01113,CUST000069,PROD000022,2024-06-18,4,15.75
ORDER01114,CUST000237,PROD000015,2024-07-02,3,200.50
ORDER01115,CUST000250,PROD000018,2024-02-25,2,35.50
ORDER01116,CUST000331,PROD000020,2024-02-11,3,20.25
ORDER01117,CUST000440,PROD000027,2024-03-12,5,10.25
ORDER01118,CUST000101,PROD000009,2024-11-16,1,70.75
ORDER01119,CUST000373,PROD000003,2024-01-10,5,80.75
ORDER01120,CUST000324,PROD000001,2024-10-24,5,60.25
ORDER01121,CUST000208,PROD000025,2024-10-29,0,20.25
ORDER01122,CUST000109,PROD000030,2024-01-19,5,35.50
ORDER01123,CUST000134,PROD000018,2024-10-03,4,35.50
ORDER01124,CUST000335,PROD000025,2024-03-17,3,20.25
ORDER01125,CUST000201,PROD000008,2024-10-28,3,20.75
ORDER01126,CUST000069,PROD000015,2024-09-13,5,200.50
ORDER01127,CUST000047,PROD000013,2024-07-05,5,150.75
ORDER01128,CUST000006,PROD000022,2024-05-02,5,15.75
ORDER01129,CUST000351,PROD000006,2024-09-20,2,15.50
ORDER01130,CUST000229,PROD000006,2024-04-01,5,15.50
ORDER01131,CUST000486,PROD000019,2024-12-03,2,15.50
ORDER01132,CUST000377,PROD000024,2024-09-04,3,120.50
ORDER01133,CUST000021,PROD000008,2024-09-06,2,20.75
ORDER01134,CUST000033,PROD000009,2024-07-08,2,70.75
ORDER01135,CUST000022,PROD000022,2024-04-15,5,15.75
ORDER01136,CUST000465,PROD000026,2024-07-03,4,25.50
ORDER01137,CUST000241,PROD000030,2024-08-20,1,35.50
ORDER01138,CUST000021,PROD000021,2024-06-14,1,25.25
ORDER01139,CUST000361,PROD000017,2024-11-20,3,30.75
ORDER01140,CUST000428,PROD000024,2024-05-14,5,120.50
ORDER01141,CUST000279,PROD000019,2024-03-30,4,15.50
ORDER01142,CUST000335,PROD000013,2024-07-06,5,150.75
ORDER01143,CUST000335,PROD000029,2024-02-09,5,30.25
ORDER01144,CUST000129,PROD000013,2024-04-24,5,150.75
ORDER01145,CUST000208,PROD000012,2024-06-25,4,40.25
ORDER01146,CUST000406,PROD000016,2024-11-05,0,45.25
ORDER01147,CUST000004,PROD000017,2024-03-12,4,30.75
ORDER01148,CUST000085,PROD000008,2024-02-09,5,20.75
ORDER01149,CUST000330,PROD000009,2024-04-18,2,70.75
ORDER01150,CUST000096,PROD000006,2024-07-04,5,15.50
ORDER01151,CUST000368,PROD000027,2024-03-01,2,10.25
ORDER01152,CUST000213,PROD000026,2024-06-18,1,25.50
ORDER01153,CUST000247,PROD000022,2024-09-02,4,15.75
ORDER01154,CUST000108,PROD000019,2024-03-23,0,15.50
ORDER01155,CUST000332,PROD000027,2024-07-29,1,10.25
ORDER01156,CUST000125,PROD000002,2024-03-06,5,150.50
ORDER01157,CUST000304,PROD000006,2024-03-09,5,15.50
ORDER01158,CUST000021,PROD000029,2024-10-20,2,30.25
ORDER01159,CUST000029,PROD000006,2024-05-12,2,15.50
ORDER01160,CUST000265,PROD000013,2024-11-02,5,150.75
ORDER01161,CUST000327,PROD000001,2024-12-04,3,60.25
ORDER01162,CUST000485,PROD000003,2024-04-20,4,80.75
ORDER01163,CUST000311,PROD000016,2024-09-03,2,45.25
ORDER01164,CUST000113,PROD000027,2024-07-29,5,10.25
ORDER01165,CUST000074,PROD000026,2024-10-25,2,25.50
ORDER01166,CUST000320,PROD000022,2024-09-18,3,15.75
ORDER01167,CUST000086,PROD000024,2024-12-17,3,120.50
ORDER01168,CUST000473,PROD000015,2024-11-01,5,200.50
ORDER01169,CUST000036,PROD000008,2024-07-12,4,20.75
ORDER01170,CUST000068,PROD000004,2024-01-09,2,25.25
ORDER01171,CUST000268,PROD000028,2024-09-15,4,45.75
ORDER01172,CUST000424,PROD000005,2024-11-06,1,30.25
ORDER01173,CUST000091,PROD000016,2024-11-10,0,45.25
ORDER01174,CUST000308,PROD000002,2024-09-29,5,150.50
ORDER01175,CUST000386,PROD000004,2024-02-17,4,25.25
ORDER01176,CUST000338,PROD000005,2024-11-04,5,30.25
ORDER01177,CUST000424,PROD000001,2024-12-13,4,60.25
ORDER01178,CUST000268,PROD000014,2024-07-08,1,50.50
ORDER01179,CUST000358,PROD000017,2024-08-07,2,30.75
ORDER01180,CUST000481,PROD000026,2024-09-03,4,25.50
ORDER01181,CUST000180,PROD000019,2024-12-22,5,15.50
ORDER01182,CUST000051,PROD000014,2024-03-09,3,50.50
ORDER01183,CUST000245,PROD000025,2024-04-29,1,20.25
ORDER01184,CUST000146,PROD000020,2024-10-05,4,20.25
ORDER01185,CUST000132,PROD000007,2024-01-03,1,35.50
ORDER01186,CUST000296,PROD000017,2024-03-01,0,30.75
ORDER01187,CUST000267,PROD000001,2024-07-11,2,60.25
ORDER01188,CUST000353,PROD000026,2024-06-10,4,25.50
ORDER01189,CUST000186,PROD000004,2024-03-20,4,25.25
ORDER01190,CUST000334,PROD000019,2024-05-09,3,15.50
ORDER01191,CUST000438,PROD000018,2024-08-04,5,35.50
ORDER01192,CUST000188,PROD000020,2024-05-21,4,20.25
ORDER01193,CUST000387,PROD000007,2024-07-30,0,35.50
ORDER01194,CUST000283,PROD000026,2024-10-12,4,25.50
ORDER01195,CUST000092,PROD000012,2024-10-13,5,40.25
ORDER01196,CUST000248,PROD000009,2024-06-06,5,70.75
ORDER01197,CUST000177,PROD000025,2024-12-27,4,20.25
ORDER01198,CUST000377,PROD000005,2024-12-03,1,30.25
ORDER01199,CUST000383,PROD000008,2024-08-16,2,20.75
ORDER01200,CUST000052,PROD000007,2024-09-17,4,35.50
ORDER01201,CUST000403,PROD000011,2024-10-08,5,25.25
ORDER01202,CUST000357,PROD000022,2024-12-27,1,15.75
ORDER01203,CUST000083,PROD000013,2024-11-21,1,150.75
ORDER01204,CUST000412,PROD000003,2024-03-15,4,80.75
ORDER01205,CUST000475,PROD000020,2024-08-10,1,20.25
ORDER01206,CUST000033,PROD000009,2024-04-23,3,70.75
ORDER01207,CUST000041,PROD000020,2024-01-20,4,20.25
ORDER01208,CUST000477,PROD000013,2024-11-10,5,150.75
ORDER01209,CUST000147,PROD000023,2024-11-01,0,75.75
ORDER01210,CUST000030,PROD000025,2024-03-30,4,20.25
ORDER01211,CUST000225,PROD000001,2024-04-13,5,60.25
ORDER01212,CUST000147,PROD000007,2024-01-18,5,35.50
ORDER01213,CUST000262,PROD000017,2024-12-23,2,30.75
ORDER01214,CUST000315,PROD000006,2024-12-11,1,15.50
ORDER01215,CUST000185,PROD000008,2024-12-01,1,20.75
ORDER01216,CUST000500,PROD000006,2024-02-14,0,15.50
ORDER01217,CUST000142,PROD000025,2024-07-23,3,20.25
ORDER01218,CUST000343,PROD000013,2024-07-26,5,150.75
ORDER01219,CUST000103,PROD000017,2024-01-08,1,30.75
ORDER01220,CUST000471,PROD000003,2024-10-08,3,80.75
ORDER01221,CUST000372,PROD000027,2024-10-13,5,10.25
ORDER01222,CUST000179,PROD000012,2024-05-21,2,40.25
ORDER01223,CUST000311,PROD000007,2024-08-20,4,35.50
ORDER01224,CUST000295,PROD000001,2024-05-13,2,60.25
ORDER01225,CUST000209,PROD000017,2024-02-24,5,30.75
ORDER01226,CUST000038,PROD000017,2024-05-30,3,30.75
ORDER01227,CUST000485,PROD000004,2024-09-19,3,25.25
ORDER01228,CUST000449,PROD000018,2024-10-21,3,35.50
ORDER01229,CUST000356,PROD000015,2024-07-12,5,200.50
ORDER01230,CUST000248,PROD000025,2024-05-04,3,20.25
ORDER01231,CUST000493,PROD000025,2024-08-22,4,20.25
ORDER01232,CUST000460,PROD000019,2024-01-15,4,15.50
ORDER01233,CUST000060,PROD000009,2024-02-04,4,70.75
ORDER01234,CUST000325,PROD000026,2024-04-22,2,25.50
ORDER01235,CUST000410,PROD000011,2024-07-30,3,25.25
ORDER01236,CUST000265,PROD000018,2024-01-05,3,35.50
ORDER01237,CUST000128,PROD000010,2024-02-17,4,55.75
ORDER01238,CUST000345,PROD000024,2024-06-24,1,120.50
ORDER01239,CUST000284,PROD000030,2024-04-01,4,35.50
ORDER01240,CUST000161,PROD000012,2024-04-21,5,40.25
ORDER01241,CUST000138,PROD000006,2024-12-15,2,15.50
ORDER01242,CUST000256,PROD000024,2024-04-12,2,120.50
ORDER01243,CUST000377,PROD000008,2024-05-15,2,20.75
ORDER01244,CUST000118,PROD000007,2024-05-07,5,35.50
ORDER01245,CUST000183,PROD000005,2024-02-24,1,30.25
ORDER01246,CUST000472,PROD000003,2024-12-12,4,80.75
ORDER01247,CUST000315,PROD000001,2024-10-04,1,60.25
ORDER01248,CUST000435,PROD000016,2024-07-09,5,45.25
ORDER01249,CUST000162,PROD000016,2024-10-21,3,45.25
ORDER01250,CUST000252,PROD000006,2024-09-18,3,15.50
ORDER01251,CUST000204,PROD000008,2024-10-22,2,20.75
ORDER01252,CUST000028,PROD000017,2024-08-04,4,30.75
ORDER01253,CUST000482,PROD000018,2024-01-17,5,35.50
ORDER01254,CUST000178,PROD000013,2024-12-17,2,150.75
ORDER01255,CUST000235,PROD000004,2024-12-23,5,25.25
ORDER01256,CUST000236,PROD000011,2024-12-18,1,25.25
ORDER01257,CUST000007,PROD000022,2024-04-17,4,15.75
ORDER01258,CUST000298,PROD000004,2024-06-15,3,25.25
ORDER01259,CUST000314,PROD000028,2024-05-12,2,45.75
ORDER01260,CUST000281,PROD000009,2024-05-01,3,70.75
ORDER01261,CUST000242,PROD000020,2024-06-24,3,20.25
ORDER01262,CUST000095,PROD000016,2024-08-05,2,45.25
ORDER01263,CUST000215,PROD000023,2024-07-09,3,75.75
ORDER01264,CUST000438,PROD000013,2024-05-23,4,150.75
ORDER01265,CUST000093,PROD000019,2024-03-08,5,15.50
ORDER01266,CUST000352,PROD000008,2024-02-21,0,20.75
ORDER01267,CUST000370,PROD000009,2024-04-30,5,70.75
ORDER01268,CUST000222,PROD000028,2024-07-14,2,45.75
ORDER01269,CUST000075,PROD000026,2024-03-17,4,25.50
ORDER01270,CUST000413,PROD000001,2024-03-31,4,60.25
ORDER01271,CUST000256,PROD000005,2024-11-18,5,30.25
ORDER01272,CUST000274,PROD000024,2024-06-10,4,120.50
ORDER01273,CUST000154,PROD000009,2024-10-14,5,70.75
ORDER01274,CUST000025,PROD000013,2024-02-20,2,150.75
ORDER01275,CUST000031,PROD000007,2024-05-10,4,35.50
ORDER01276,CUST000430,PROD000021,2024-02-19,4,25.25
ORDER01277,CUST000382,PROD000011,2024-05-13,3,25.25
ORDER01278,CUST000185,PROD000018,2024-10-12,3,35.50
ORDER01279,CUST000177,PROD000001,2024-07-29,1,60.25
ORDER01280,CUST000180,PROD000028,2024-12-13,5,45.75
ORDER01281,CUST000102,PROD000019,2024-10-21,5,15.50
ORDER01282,CUST000090,PROD000025,2024-05-25,3,20.25
ORDER01283,CUST000167,PROD000022,2024-09-18,4,15.75
ORDER01284,CUST000397,PROD000024,2024-08-16,1,120.50
ORDER01285,CUST000196,PROD000020,2024-05-26,4,20.25
ORDER01286,CUST000324,PROD000005,2024-03-26,3,30.25
ORDER01287,CUST000216,PROD000021,2024-11-09,5,25.25
ORDER01288,CUST000208,PROD000028,2024-02-06,1,45.75
ORDER01289,CUST000083,PROD000011,2024-04-26,3,25.25
ORDER01290,CUST000163,PROD000021,2024-05-29,3,25.25
ORDER01291,CUST000310,PROD000021,2024-07-21,3,25.25
ORDER01292,CUST000455,PROD000015,2024-07-04,5,200.50
ORDER01293,CUST000267,PROD000015,2024-07-30,2,200.50
ORDER01294,CUST000095,PROD000028,2024-01-12,2,45.75
ORDER01295,CUST000373,PROD000008,2024-12-04,0,20.75
ORDER01296,CUST000129,PROD000024,2024-12-24,1,120.50
ORDER01297,CUST000108,PROD000006,2024-07-22,1,15.50
ORDER01298,CUST000049,PROD000003,2024-08-30,5,80.75
ORDER01299,CUST000028,PROD000001,2024-07-22,5,60.25
ORDER01300,CUST000392,PROD000003,2024-02-23,3,80.75
ORDER01301,CUST000317,PROD000005,2024-02-13,4,30.25
ORDER01302,CUST000159,PROD000008,2024-05-06,3,20.75
ORDER01303,CUST000227,PROD000021,2024-03-05,2,25.25
ORDER01304,CUST000270,PROD000027,2024-03-28,1,10.25
ORDER01305,CUST000018,PROD000022,2024-07-01,3,15.75
ORDER01306,CUST000443,PROD000016,2024-08-27,5,45.25
ORDER01307,CUST000479,PROD000009,2024-10-07,4,70.75
ORDER01308,CUST000070,PROD000023,2024-10-03,2,75.75
ORDER01309,CUST000303,PROD000020,2024-08-21,5,20.25
ORDER01310,CUST000223,PROD000017,2024-11-23,5,30.75
ORDER01311,CUST000159,PROD000030,2024-06-26,4,35.50
ORDER01312,CUST000277,PROD000008,2024-02-15,4,20.75
ORDER01313,CUST000158,PROD000012,2024-07-30,3,40.25
ORDER01314,CUST000080,PROD000010,2024-01-06,1,55.75
ORDER01315,CUST000268,PROD000027,2024-03-10,3,10.25
ORDER01316,CUST000147,PROD000016,2024-09-30,1,45.25
ORDER01317,CUST000353,PROD000030,2024-09-08,4,35.50
ORDER01318,CUST000154,PROD000001,2024-08-08,3,60.25
ORDER01319,CUST000306,PROD000008,2024-01-04,5,20.75
ORDER01320,CUST000192,PROD000007,2024-07-29,5,35.50
ORDER01321,CUST000224,PROD000013,2024-05-07,2,150.75
ORDER01322,CUST000367,PROD000024,2024-11-26,4,120.50
ORDER01323,CUST000425,PROD000013,2024-04-22,3,150.75
ORDER01324,CUST000041,PROD000014,2024-11-16,2,50.50
ORDER01325,CUST000265,PROD000025,2024-11-09,3,20.25
ORDER01326,CUST000146,PROD000021,2024-09-29,3,25.25
ORDER01327,CUST000212,PROD000007,2024-02-05,2,35.50
ORDER01328,CUST000070,PROD000010,2024-02-26,4,55.75
ORDER01329,CUST000317,PROD000015,2024-05-19,5,200.50
ORDER01330,CUST000252,PROD000007,2024-06-13,1,35.50
ORDER01331,CUST000078,PROD000002,2024-09-30,1,150.50
ORDER01332,CUST000096,PROD000004,2024-05-24,3,25.25
ORDER01333,CUST000065,PROD000023,2024-08-12,1,75.75
ORDER01334,CUST000120,PROD000003,2024-03-18,1,80.75
ORDER01335,CUST000253,PROD000007,2024-06-24,4,35.50
ORDER01336,CUST000160,PROD000026,2024-09-12,3,25.50
ORDER01337,CUST000238,PROD000023,2024-01-17,3,75.75
ORDER01338,CUST000042,PROD000027,2024-03-15,1,10.25
ORDER01339,CUST000137,PROD000025,2024-07-19,1,20.25
ORDER01340,CUST000279,PROD000016,2024-04-02,2,45.25
ORDER01341,CUST000459,PROD000027,2024-05-08,4,10.25
ORDER01342,CUST000425,PROD000001,2024-03-03,2,60.25
ORDER01343,CUST000198,PROD000025,2024-08-14,2,20.25
ORDER01344,CUST000378,PROD000002,2024-04-11,4,150.50
ORDER01345,CUST000377,PROD000025,2024-02-18,5,20.25
ORDER01346,CUST000341,PROD000007,2024-08-30,4,35.50
ORDER01347,CUST000349,PROD000010,2024-06-14,2,55.75
ORDER01348,CUST000323,PROD000024,2024-01-22,0,120.50
ORDER01349,CUST000382,PROD000030,2024-10-08,5,35.50
ORDER01350,CUST000063,PROD000009,2024-09-03,3,70.75
ORDER01351,CUST000102,PROD000012,2024-01-27,2,40.25
ORDER01352,CUST000499,PROD000004,2024-04-30,4,25.25
ORDER01353,CUST000167,PROD000001,2024-03-26,3,60.25
ORDER01354,CUST000300,PROD000004,2024-07-21,2,25.25
ORDER01355,CUST000005,PROD000002,2024-10-24,4,150.50
ORDER01356,CUST000353,PROD000020,2024-03-20,3,20.25
ORDER01357,CUST000395,PROD000003,2024-05-07,2,80.75
ORDER01358,CUST000256,PROD000003,2024-12-17,5,80.75
ORDER01359,CUST000174,PROD000030,2024-11-16,1,35.50
ORDER01360,CUST000031,PROD000012,2024-11-26,2,40.25
ORDER01361,CUST000360,PROD000018,2024-02-24,2,35.50
ORDER01362,CUST000250,PROD000008,2024-06-11,5,20.75
ORDER01363,CUST000404,PROD000021,2024-06-26,0,25.25
ORDER01364,CUST000413,PROD000029,2024-08-12,2,30.25
ORDER01365,CUST000011,PROD000023,2024-07-12,3,75.75
ORDER01366,CUST000371,PROD000005,2024-05-08,1,30.25
ORDER01367,CUST000249,PROD000023,2024-08-12,5,75.75
ORDER01368,CUST000151,PROD000018,2024-12-22,4,35.50
ORDER01369,CUST000098,PROD000019,2024-04-05,5,15.50
ORDER01370,CUST000179,PROD000011,2024-08-27,3,25.25
ORDER01371,CUST000445,PROD000027,2024-11-02,5,10.25
ORDER01372,CUST000083,PROD000003,2024-09-28,2,80.75
ORDER01373,CUST000231,PROD000010,2024-05-14,5,55.75
ORDER01374,CUST000188,PROD000015,2024-01-01,5,200.50
ORDER01375,CUST000195,PROD000024,2024-04-04,1,120.50
ORDER01376,CUST000318,PROD000028,2024-07-05,5,45.75
ORDER01377,CUST000123,PROD000011,2024-02-02,5,25.25
ORDER01378,CUST000420,PROD000013,2024-04-07,5,150.75
ORDER01379,CUST000350,PROD000016,2024-10-09,2,45.25
ORDER01380,CUST000314,PROD000010,2024-06-14,4,55.75
ORDER01381,CUST000329,PROD000011,2024-02-26,1,25.25
ORDER01382,CUST000268,PROD000022,2024-02-04,1,15.75
ORDER01383,CUST000428,PROD000005,2024-04-01,1,30.25
ORDER01384,CUST000104,PROD000004,2024-09-05,2,25.25
ORDER01385,CUST000051,PROD000002,2024-10-19,4,150.50
ORDER01386,CUST000337,PROD000016,2024-09-26,5,45.25
ORDER01387,CUST000360,PROD000019,2024-05-11,1,15.50
ORDER01388,CUST000188,PROD000008,2024-11-06,1,20.75
ORDER01389,CUST000007,PROD000030,2024-04-16,4,35.50
ORDER01390,CUST000476,PROD000029,2024-02-10,4,30.25
ORDER01391,CUST000411,PROD000021,2024-02-01,3,25.25
ORDER01392,CUST000286,PROD000024,2024-07-31,3,120.50
ORDER01393,CUST000407,PROD000023,2024-01-30,0,75.75
ORDER01394,CUST000422,PROD000020,2024-05-16,5,20.25
ORDER01395,CUST000021,PROD000024,2024-02-06,3,120.50
ORDER01396,CUST000040,PROD000007,2024-09-22,1,35.50
ORDER01397,CUST000052,PROD000024,2024-04-28,5,120.50
ORDER01398,CUST000198,PROD000007,2024-04-08,5,35.50
ORDER01399,CUST000337,PROD000008,2024-10-18,2,20.75
ORDER01400,CUST000286,PROD000024,2024-10-12,4,120.50
ORDER01401,CUST000383,PROD000004,2024-11-22,5,25.25
ORDER01402,CUST000184,PROD000022,2024-08-22,4,15.75
ORDER01403,CUST000453,PROD000004,2024-03-26,2,25.25
ORDER01404,CUST000282,PROD000013,2024-09-15,3,150.75
ORDER01405,CUST000337,PROD000006,2024-09-30,5,15.50
ORDER01406,CUST000227,PROD000030,2024-06-29,3,35.50
ORDER01407,CUST000282,PROD000011,2024-07-09,4,25.25
ORDER01408,CUST000392,PROD000021,2024-08-08,3,25.25
